,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,FUNCSTAT,2010,2011,2012,2013,2014,2015,2016
1117,Acme,Acme,LA,Louisiana,22031,De Soto,32.1885,-93.9055,A,26683,26774,26991,27026,27005,27064,27149
1118,Oak Hills Place,Oak Hills Place,LA,Louisiana,22033,East Baton Rouge,30.3598,-91.0672,A,440723,441268,443039,444527,445864,446216,447037
1119,Gardere,Gardere,LA,Louisiana,22035,East Carroll,32.9898,-91.2248,A,7724,7662,7573,7503,7454,7295,7271
1120,Ethel,Ethel,LA,Louisiana,22037,East Feliciana,30.9682,-91.1124,A,20170,20128,19943,19675,19806,19675,19683
1121,McManus,McManus,LA,Louisiana,22039,Evangeline,30.7513,-92.4287,A,33965,33851,33754,33814,33758,33789,33709
1122,Wisner,Wisner,LA,Louisiana,22041,Franklin,32.0349,-91.7468,A,20820,20771,20605,20522,20460,20403,20330
1123,Winnsboro,Winnsboro,LA,Louisiana,22043,Grant,31.5208,-92.7001,A,22345,22379,22404,22346,22400,22346,22365
1124,Lydia,Lydia,LA,Louisiana,22045,Iberia,30.0049,-91.8202,A,73252,73542,73890,73988,73889,73953,73273
1125,Jeanerette,Jeanerette,LA,Louisiana,22047,Iberville,30.1611,-91.1495,A,33363,33343,33319,33332,33090,33136,32920
1126,Weston,Weston,LA,Louisiana,22049,Jackson,32.3507,-92.7236,A,16293,16344,16237,16114,15968,15866,15808
1127,East Hodge,East Hodge,LA,Louisiana,22051,Jefferson,29.2134,-90.0306,A,432755,433983,434312,434770,434858,435555,436523
1128,Woodlawn,Woodlawn,LA,Louisiana,22053,Jefferson Davis,30.421,-92.8865,A,31628,31578,31441,31283,31424,31434,31413
1129,Lacassine,Lacassine,LA,Louisiana,22055,Lafayette,30.2834,-92.107,A,222178,224297,227083,231247,235656,239429,241398
1130,Leeville,Leeville,LA,Louisiana,22057,Lafourche,29.6822,-90.5559,A,96686,96988,97074,97148,97750,98162,98305
1131,Lockport Heights,Lockport Heights,LA,Louisiana,22059,La Salle Parish,31.9177,-92.2201,A,14916,14948,14877,14826,14874,15004,15052
1132,Grambling,Grambling,LA,Louisiana,22061,Lincoln,32.6093,-92.6481,A,46864,47062,47123,47404,47409,47719,47745
1133,Dubach,Dubach,LA,Louisiana,22063,Livingston,30.4743,-90.9594,A,128707,130221,131940,134175,135695,137675,140138
1134,Tendal,Tendal,LA,Louisiana,22065,Madison,32.4067,-91.1916,A,12100,11972,12206,11899,11805,11575,11528
1135,Delta,Delta,LA,Louisiana,22067,Morehouse,32.9237,-91.8843,A,27896,27502,27454,27012,26732,26428,26071
1136,Ashland,Ashland,LA,Louisiana,22069,Natchitoches,31.898,-93.1158,A,39525,39538,39491,39225,39275,39137,39162
1137,Chestnut,Chestnut,LA,Louisiana,22071,Orleans,30.0687,-89.9288,A,347903,360840,370138,378886,384355,389738,391495
1138,Campti,Campti,LA,Louisiana,22073,Ouachita,32.535,-92.0328,A,153976,154623,155342,156142,156504,157018,156983
1139,New Orleans,New Orleans,LA,Louisiana,22073,Ouachita,32.6888,-92.0603,A,23123,23629,23893,23597,23397,23568,23464
1140,Nairn,Nairn,LA,Louisiana,22075,Plaquemines,29.8074,-89.9987,A,22757,22833,22706,22398,22320,22245,22159
1141,Empire,Empire,LA,Louisiana,22077,Pointe Coupee,30.8405,-91.6615,A,131791,132047,132184,132482,132461,132316,132424
1142,Kolin,Kolin,LA,Louisiana,22079,Rapides,31.1435,-92.7588,A,9058,9050,9032,8886,8688,8629,8550
1143,Chambers,Chambers,LA,Louisiana,22081,Red River,32.0501,-93.336,A,20741,20885,20912,20875,20715,20529,20430
1144,Alto,Alto,LA,Louisiana,22083,Richland,32.5251,-91.7568,A,24234,24432,24310,24213,24073,24146,23977
1145,Warden,Warden,LA,Louisiana,22085,Sabine,31.8154,-93.5164,A,52844,52424,52484,52650,52779,52702,52923
1146,Saint Bernard,Saint Bernard,LA,Louisiana,22087,St. Bernard,29.8313,-89.7545,A,11168,11013,11036,10843,10612,10569,10512
1147,Caernarvon,Caernarvon,LA,Louisiana,22089,St. Charles,29.9277,-90.3406,A,22006,21818,21665,21610,21554,21517,21557
1148,Pine Grove,Pine Grove,LA,Louisiana,22091,St. Helena,30.83,-90.6698,A,45624,45056,44760,43615,43797,43639,43631
1149,Darlington,Darlington,LA,Louisiana,22093,St. James,29.9406,-90.6891,A,83495,83422,83490,83510,83823,83790,83883
1150,Garyville,Garyville,LA,Louisiana,22095,St. John the Baptist,30.0731,-90.4758,A,52261,52850,52729,52948,53321,53921,54007
1151,Wallace,Wallace,LA,Louisiana,22097,St. Landry,30.6191,-92.1901,A,54542,54149,53554,53531,53234,52854,52093
1152,Cade,Cade,LA,Louisiana,22099,St. Martin,30.2777,-91.6868,A,234568,236832,239323,242427,246026,249968,253602
1153,Parks,Parks,LA,Louisiana,22101,St. Mary,29.6886,-91.1522,A,121492,122629,123655,125430,127024,128756,130710
1154,Sun,Sun,LA,Louisiana,22103,St. Tammany,30.3696,-90.1031,A,5224,5084,4965,4881,4797,4726,4597
1155,Mandeville,Mandeville,LA,Louisiana,22105,Tangipahoa,30.2916,-90.402,A,111538,111667,111804,112803,113645,114025,113220
1156,Goldman,Goldman,LA,Louisiana,22107,Tensas,31.9202,-91.2401,A,22825,22753,22506,22386,22478,22445,22487
1157,Newellton,Newellton,LA,Louisiana,22109,Terrebonne,29.6776,-90.7833,A,58074,58221,58637,59282,59537,59961,60205
1158,Downsville,Downsville,LA,Louisiana,22111,Union,32.7752,-92.4013,A,52743,52308,54179,52889,52161,50706,50569
1159,Spearsville,Spearsville,LA,Louisiana,22113,Vermilion,30.006,-92.2839,A,47098,47130,46641,46319,46242,46322,46310
1160,Leesville,Leesville,LA,Louisiana,22115,Vernon,31.2583,-93.0194,A,41192,41230,40919,40665,40305,40075,39710
1161,Kurthwood,Kurthwood,LA,Louisiana,22117,Washington,30.9902,-90.1831,A,23948,24080,24096,24581,25128,25484,25795
1162,Dixie Inn,Dixie Inn,LA,Louisiana,22119,Webster,32.525,-93.4118,A,11577,11515,11497,11456,11501,11282,11114
1163,Sarepta,Sarepta,LA,Louisiana,22121,West Baton Rouge,30.5428,-91.3913,A,15624,15472,15442,15419,15349,15368,15344
1164,Terry,Terry,LA,Louisiana,22123,West Carroll,32.9971,-91.3139,A,15283,15138,15054,14784,14736,14527,14376
1165,Forest,Forest,LA,Louisiana,22125,West Feliciana,30.9293,-91.5551,A,25032,24921,25072,25294,25591,25876,26124
1166,Tannehill,Tannehill,LA,Louisiana,22127,Winn,31.9347,-92.585,A,157678,157973,159360,160744,161855,163095,163831
1167,Auburn,Auburn,ME,Maine,23001,Androscoggin,44.0915,-70.1681,A,107705,107394,107539,107370,107408,107245,107319
1168,Livermore Falls,Livermore Falls,ME,Maine,23003,Aroostook,46.6109,-69.5223,A,71721,71362,70774,70048,69490,68752,67959
1169,Freeport,Freeport,ME,Maine,23005,Cumberland,43.6773,-70.2715,A,281484,282767,284133,286124,288258,290464,292041
1170,Cumberland Center,Cumberland Center,ME,Maine,23007,Franklin,45.1412,-70.4406,A,30720,30705,30629,30478,30203,30039,30001
1171,Somesville,Somesville,ME,Maine,23009,Hancock,44.5847,-68.4875,A,54369,54530,54542,54635,54550,54268,54419
1172,Atlantic,Atlantic,ME,Maine,23011,Kennebec,44.2506,-69.7827,A,122105,121787,121636,121185,121167,120209,120569
1173,Rockland,Rockland,ME,Maine,23013,Knox,44.0803,-69.1807,A,39719,39688,39639,39639,39785,39779,39744
1174,Isle Au Haut,Isle Au Haut,ME,Maine,23015,Lincoln,44.0232,-69.5216,A,34391,34281,34222,34186,34182,34017,34216
1175,Bryant Pond,Bryant Pond,ME,Maine,23017,Oxford,44.1384,-70.5092,A,57774,57772,57490,57343,57291,57156,57217
1176,Fryeburg,Fryeburg,ME,Maine,23019,Penobscot,45.1209,-68.6106,A,153872,153814,153589,153518,153500,152478,151806
1177,Kokadjo,Kokadjo,ME,Maine,23021,Piscataquis,46.0603,-69.4095,A,17546,17352,17258,17173,17021,16926,16843
1178,Shirley Mills,Shirley Mills,ME,Maine,23023,Sagadahoc,43.941,-69.9352,A,35230,35103,35109,35031,35086,35173,35273
1179,Bingham,Bingham,ME,Maine,23025,Somerset,44.8815,-69.4586,A,52249,51933,51854,51731,51258,51056,50915
1180,Hinckley,Hinckley,ME,Maine,23027,Waldo,44.6154,-69.3342,A,38816,38808,38914,38948,39000,39129,39364
1181,Calais,Calais,ME,Maine,23029,Washington,44.9137,-67.0183,A,32823,32712,32514,32225,31834,31604,31450
1182,Machias,Machias,ME,Maine,23031,York,43.1287,-70.7952,A,197206,198223,199053,199442,200686,201158,202343
1183,Clarysville,Clarysville,MD,Maryland,24001,Allegany,39.5572,-78.991,A,75021,74586,73975,73618,73045,72531,72130
1184,La Vale,La Vale,MD,Maryland,24003,Anne Arundel,39.2223,-76.6041,A,539310,545017,550641,555897,559966,563837,568346
1185,Reisterstown,Reisterstown,MD,Maryland,24005,Baltimore,39.5182,-76.5594,A,806241,813169,818282,823295,826518,829209,831026
1186,Manor,Manor,MD,Maryland,24009,Calvert,38.544,-76.5879,A,88945,89291,89685,90477,90601,90620,91251
1187,Greensboro,Greensboro,MD,Maryland,24011,Caroline,38.9171,-75.9422,A,33062,32912,32640,32658,32524,32591,32850
1188,Preston,Preston,MD,Maryland,24013,Carroll,39.7177,-77.7239,A,167210,167238,167191,167476,167700,167651,167656
1189,White Crystal Beach,White Crystal Beach,MD,Maryland,24015,Cecil,39.6634,-75.8527,A,101163,101635,101776,101917,102180,102397,102603
1190,Fair Hill,Fair Hill,MD,Maryland,24017,Charles,38.5987,-77.1555,A,147148,149282,150770,152821,154567,155923,157705
1191,Hudson,Hudson,MD,Maryland,24019,Dorchester,38.6268,-75.864,A,32655,32694,32476,32595,32537,32391,32258
1192,Eldorado,Eldorado,MD,Maryland,24021,Frederick,39.5329,-77.3097,A,234202,237322,239610,241180,243569,245377,247591
1193,Bloomington,Bloomington,MD,Maryland,24023,Garrett,39.4165,-79.4022,A,30084,30101,29904,29952,29658,29446,29425
1194,Friendsville,Friendsville,MD,Maryland,24025,Harford,39.5332,-76.4452,A,245240,246704,248661,249210,249839,250138,251032
1195,Highland,Highland,MD,Maryland,24027,Howard,39.1416,-76.8843,A,288674,293898,299605,304534,308151,312711,317233
1196,Elkridge,Elkridge,MD,Maryland,24029,Kent,39.1623,-76.1094,A,20192,20238,19986,19819,19793,19768,19730
1197,Cabin John,Cabin John,MD,Maryland,24031,Montgomery,39.0928,-77.0822,A,976321,992928,1006218,1017759,1027780,1036233,1043863
1198,Sunshine,Sunshine,MD,Maryland,24033,Prince George's,38.894,-76.8878,A,865821,874983,882465,891302,900647,906003,908049
1199,Chester,Chester,MD,Maryland,24035,Queen Anne's,38.9018,-76.3497,A,47835,48329,48520,48495,48727,48889,48929
1200,Ingleside,Ingleside,MD,Maryland,24037,St. Mary's,38.1155,-76.4771,A,105752,107781,109071,109607,110483,111628,112587
1201,Wenona,Wenona,MD,Maryland,24039,Somerset,38.1016,-75.8074,A,26480,26330,26117,26049,25653,25746,25928
1202,Eden,Eden,MD,Maryland,24041,Talbot,38.776,-76.0702,A,37884,37973,38055,37914,37569,37523,37278
1203,Sandy Hook,Sandy Hook,MD,Maryland,24043,Washington,39.583,-77.6139,A,147735,148827,149215,149321,149459,149570,150292
1204,Mount Aetna,Mount Aetna,MD,Maryland,24045,Wicomico,38.3922,-75.3494,A,98937,100113,100555,100944,101538,102019,102577
1205,Girdletree,Girdletree,MD,Maryland,24510,Baltimore (city),39.3051,-76.6144,A,51477,51437,51511,51431,51438,51380,51444
1206,West Barnstable,West Barnstable,MA,Massachusetts,25001,Barnstable,41.733,-70.1988,A,215908,215372,214915,214844,214858,214621,214276
1207,Teaticket,Teaticket,MA,Massachusetts,25003,Berkshire,42.7087,-73.2012,N,131280,130515,130201,129409,128633,127671,126903
1208,North Seekonk,North Seekonk,MA,Massachusetts,25005,Bristol,41.9036,-71.0943,A,549200,549400,551341,552637,555071,556967,558324
1209,Fall River,Fall River,MA,Massachusetts,25007,Dukes,41.4565,-70.6069,A,16556,16678,16793,17146,17283,17217,17246
1210,Lynn,Lynn,MA,Massachusetts,25009,Essex,42.8334,-70.8416,N,745690,751507,757163,764129,770391,776111,779018
1211,Marblehead,Marblehead,MA,Massachusetts,25011,Franklin,42.6063,-72.7434,N,71311,71606,71536,71149,70965,70550,70382
1212,Wilbraham,Wilbraham,MA,Massachusetts,25013,Hampden,42.178,-72.9241,N,464194,465973,466578,467206,469033,469078,468467
1213,Springfield,Springfield,MA,Massachusetts,25015,Hampshire,42.4073,-72.5227,N,159276,160134,160418,160851,161043,161049,161816
1214,East Pepperell,East Pepperell,MA,Massachusetts,25017,Middlesex,42.5834,-71.2845,N,1507213,1523717,1540330,1556956,1569953,1581037,1589774
1215,West Concord,West Concord,MA,Massachusetts,25019,Nantucket,41.2636,-69.9718,A,10164,10137,10312,10529,10765,10858,11008
1216,Black Rock,Black Rock,MA,Massachusetts,25021,Norfolk,42.1715,-71.3523,A,673106,678262,683121,688749,692143,694895,697181
1217,Randolph,Randolph,MA,Massachusetts,25023,Plymouth,41.9309,-70.5578,A,495985,498268,499622,503281,506937,509880,513565
1218,Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3959,-71.0325,A,725361,736602,749469,759670,768537,776688,784230
1219,Revere,Revere,MA,Massachusetts,25027,Worcester,42.6049,-72.0771,A,800280,803752,806209,810230,814299,817618,819589
1220,Mikado,Mikado,MI,Michigan,26001,Alcona,44.7926,-83.4223,A,10890,10776,10609,10573,10439,10333,10352
1221,Glennie,Glennie,MI,Michigan,26003,Alger,46.3797,-86.6204,A,9565,9550,9495,9495,9424,9347,9219
1222,Fennville,Fennville,MI,Michigan,26005,Allegan,42.5203,-86.2275,A,111502,111550,111929,112415,113778,114661,115548
1223,Otsego,Otsego,MI,Michigan,26007,Alpena,45.074,-83.4399,A,29539,29339,29208,29012,28932,28791,28704
1224,Bellaire,Bellaire,MI,Michigan,26009,Antrim,44.9786,-84.9695,A,23499,23385,23336,23219,23244,23133,23144
1225,Eastport,Eastport,MI,Michigan,26011,Arenac,43.9794,-83.9637,A,15853,15617,15495,15412,15324,15280,15122
1226,Herman,Herman,MI,Michigan,26013,Baraga,46.7525,-88.4477,A,8842,8818,8708,8682,8623,8546,8503
1227,Aura,Aura,MI,Michigan,26015,Barry,42.4954,-85.4103,A,59081,58970,59068,59134,59283,59393,59702
1228,Pinconning,Pinconning,MI,Michigan,26017,Bay,43.6021,-84.0757,A,107688,107498,107091,106910,106232,105557,104747
1229,Essexville,Essexville,MI,Michigan,26019,Benzie,44.5202,-85.8729,A,17512,17431,17389,17400,17511,17436,17572
1230,Benton Harbor,Benton Harbor,MI,Michigan,26021,Berrien,41.9853,-86.304,A,156793,156518,156093,155501,155439,154629,154010
1231,Lake Michigan Beach,Lake Michigan Beach,MI,Michigan,26023,Branch,41.9432,-84.8844,A,45172,43897,43771,43539,43669,43607,43427
1232,Athens,Athens,MI,Michigan,26025,Calhoun,42.3246,-85.2371,A,136025,135245,134777,134869,134976,134447,134386
1233,Level Park,Level Park,MI,Michigan,26027,Cass,42.0262,-85.8122,A,52188,52459,52050,51848,51813,51665,51599
1234,Charlevoix,Charlevoix,MI,Michigan,26029,Charlevoix,45.2161,-85.0807,A,25910,26039,26107,26199,26167,26215,26174
1235,Norwood,Norwood,MI,Michigan,26031,Cheboygan,45.4839,-84.5953,A,26080,25937,25782,25617,25681,25415,25401
1236,Paradise,Paradise,MI,Michigan,26033,Chippewa,46.1936,-85.019,A,38599,38898,39035,38630,38256,38003,37724
1237,Hulbert,Hulbert,MI,Michigan,26035,Clare,43.826,-84.7635,A,31004,30967,30791,30579,30703,30610,30358
1238,Wacousta,Wacousta,MI,Michigan,26037,Clinton,43.1077,-84.6897,A,75422,76197,76459,77127,77370,77383,77888
1239,Elsie,Elsie,MI,Michigan,26039,Crawford,44.7786,-84.7545,A,14046,14027,13988,13904,13756,13809,13744
1240,Perkins,Perkins,MI,Michigan,26041,Delta,45.8416,-86.664,A,37066,36935,36838,36830,36573,36407,36202
1241,Schaffer,Schaffer,MI,Michigan,26043,Dickinson,45.8019,-87.9132,A,26145,26072,26211,26032,25929,25740,25535
1242,Vermontville,Vermontville,MI,Michigan,26045,Eaton,42.763,-84.8963,A,107760,107869,107960,108245,108679,108676,109160
1243,Bellevue,Bellevue,MI,Michigan,26047,Emmet,45.4208,-84.806,A,32645,32776,32891,33064,33184,33132,33182
1244,Mulliken,Mulliken,MI,Michigan,26047,Emmet,45.4425,-84.7871,A,425056,421773,418029,415553,412813,410442,408615
1245,Davison,Davison,MI,Michigan,26049,Genesee,42.8453,-83.7086,A,25719,25843,25511,25530,25460,25210,25122
1246,Burton,Burton,MI,Michigan,26051,Gladwin,43.9017,-84.1761,A,16398,16114,16033,15854,15678,15443,15243
1247,Wakefield,Wakefield,MI,Michigan,26053,Gogebic,46.4522,-90.1505,A,86987,88169,88998,89998,90869,91624,92084
1248,Ramsay,Ramsay,MI,Michigan,26055,Grand Traverse,44.5845,-85.5347,A,42425,42160,42039,42019,41607,41513,41202
1249,Alma,Alma,MI,Michigan,26057,Gratiot,43.4074,-84.4784,A,46619,46636,46297,46155,45955,45940,45774
1250,Ithaca,Ithaca,MI,Michigan,26059,Hillsdale,41.7817,-84.6047,A,36715,36767,36729,36675,36483,36382,36555
1251,Dollar Bay,Dollar Bay,MI,Michigan,26061,Houghton,47.2351,-88.4382,A,33080,32754,32476,32269,32056,31822,31481
1252,Kenton,Kenton,MI,Michigan,26063,Huron,43.6831,-83.3558,A,281065,282034,282363,282587,284058,285735,288051
1253,Mason,Mason,MI,Michigan,26065,Ingham,42.4483,-84.1757,A,63862,63865,63910,64023,64292,64173,64232
1254,Okemos,Okemos,MI,Michigan,26067,Ionia,42.9834,-84.9456,A,25827,25559,25387,25380,25419,25352,25327
1255,Hale,Hale,MI,Michigan,26069,Iosco,44.2884,-83.4849,A,11797,11750,11573,11507,11350,11342,11195
1256,Tawas City,Tawas City,MI,Michigan,26071,Iron,46.0967,-88.3264,A,70312,70661,70660,70177,70059,70690,71282
1257,Winn,Winn,MI,Michigan,26073,Isabella,43.6998,-84.7657,A,160169,159673,160102,159789,159597,159465,158460
1258,Lake Isabella,Lake Isabella,MI,Michigan,26075,Jackson,42.2055,-84.5551,A,250748,252480,255251,257162,258994,259966,261654
1259,Schoolcraft,Schoolcraft,MI,Michigan,26077,Kalamazoo,42.2383,-85.336,A,17136,17159,17097,17292,17380,17262,17263
1260,Portage,Portage,MI,Michigan,26079,Kalkaska,44.7322,-85.1782,A,603011,608076,615041,623226,630227,636095,642173
1261,Northview,Northview,MI,Michigan,26081,Kent,42.9858,-85.7442,A,2144,2231,2208,2178,2215,2176,2199
1262,Casnovia,Casnovia,MI,Michigan,26083,Keweenaw,47.47,-87.8766,A,11513,11481,11474,11382,11331,11393,11496
1263,Baldwin,Baldwin,MI,Michigan,26085,Lake,43.887,-85.8026,A,88197,88066,88221,88307,88237,88444,88340
1264,Luther,Luther,MI,Michigan,26087,Lapeer,43.0448,-83.3255,A,21713,21638,21609,21695,21834,21918,21765
1265,Glen Arbor,Glen Arbor,MI,Michigan,26089,Leelanau,44.8126,-86.0594,A,99635,99302,98994,98784,98696,98389,98504
1266,Cedar,Cedar,MI,Michigan,26091,Lenawee,42.0061,-84.1894,A,181028,182380,183059,184445,185727,187350,188624
1267,Rushton,Rushton,MI,Michigan,26093,Livingston,42.6596,-84.0743,A,6604,6525,6497,6525,6435,6438,6358
1268,Whitmore Lake,Whitmore Lake,MI,Michigan,26095,Luce,46.3389,-85.6873,A,11088,11071,11135,11071,11066,10897,10820
1269,Saint Ignace,Saint Ignace,MI,Michigan,26097,Mackinac,46.0953,-85.6968,A,841292,843299,848588,855885,861804,864507,867730
1270,Naubinway,Naubinway,MI,Michigan,26099,Macomb,42.8956,-82.7689,A,24579,24734,24639,24444,24409,24458,24373
1271,East Lake,East Lake,MI,Michigan,26101,Manistee,44.2131,-86.2731,A,67109,67439,67814,67776,67761,67305,66435
1272,Arcadia,Arcadia,MI,Michigan,26103,Marquette,46.3956,-87.9819,A,28730,28648,28672,28656,28761,28812,28876
1273,Walhalla,Walhalla,MI,Michigan,26105,Mason,43.9781,-86.4668,A,42843,43445,43515,43265,43204,43092,43221
1274,Custer,Custer,MI,Michigan,26107,Mecosta,43.6992,-85.4803,A,23976,23917,23734,23739,23574,23514,23281
1275,Hermansville,Hermansville,MI,Michigan,26109,Menominee,45.4137,-87.6091,A,83663,83755,83678,83578,83459,83618,83462
1276,Cedar River,Cedar River,MI,Michigan,26111,Midland,43.7588,-84.587,A,14814,14950,15039,15083,15011,14927,15102
1277,Jennings,Jennings,MI,Michigan,26113,Missaukee,44.2203,-84.9525,A,151946,151513,150862,150224,149936,149494,149208
1278,McBain,McBain,MI,Michigan,26115,Monroe,41.9643,-83.6636,A,63309,63224,63103,62840,62867,62826,62974
1279,Vestaburg,Vestaburg,MI,Michigan,26117,Montcalm,43.1816,-84.8463,A,9775,9593,9491,9361,9293,9265,9173
1280,Greenville,Greenville,MI,Michigan,26119,Montmorency,45.0017,-84.1536,A,171922,169979,170126,172230,172281,172697,173408
1281,Ravenna,Ravenna,MI,Michigan,26121,Muskegon,43.2451,-86.1073,A,48379,48434,47976,47968,47920,47984,47938
1282,Twin Lake,Twin Lake,MI,Michigan,26123,Newaygo,43.4633,-85.9533,A,1202950,1211103,1221138,1231947,1238718,1240301,1243970
1283,Farmington Hills,Farmington Hills,MI,Michigan,26125,Oakland,42.5084,-83.1539,A,26523,26409,26246,26194,26175,26118,26027
1284,Ferndale,Ferndale,MI,Michigan,26127,Oceana,43.5595,-86.3477,A,21636,21541,21424,21211,21024,20950,20904
1285,Prescott,Prescott,MI,Michigan,26129,Ogemaw,44.4209,-84.116,A,6750,6626,6417,6314,6173,6008,5911
1286,West Branch,West Branch,MI,Michigan,26131,Ontonagon,46.7402,-89.5812,A,23512,23454,23274,23261,23151,23066,23110
1287,Tustin,Tustin,MI,Michigan,26133,Osceola,43.8513,-85.4419,A,8603,8650,8596,8377,8353,8278,8264
1288,Reed City,Reed City,MI,Michigan,26135,Oscoda,44.6605,-84.1418,A,24152,24131,24039,24104,24134,24244,24470
1289,Elmira,Elmira,MI,Michigan,26137,Otsego,44.9725,-84.6825,A,264142,266387,270146,273531,276963,280023,282250
1290,Gaylord,Gaylord,MI,Michigan,26139,Ottawa,43.0553,-86.2201,A,13303,13185,13119,13049,12998,12849,12762
1291,Huron Beach,Huron Beach,MI,Michigan,26141,Presque Isle,45.302,-83.8875,A,24469,24313,24131,23935,23932,23803,23700
1292,Onaway,Onaway,MI,Michigan,26143,Roscommon,44.3124,-84.7625,A,199916,198838,198352,196785,195252,193290,192326
1293,Freeland,Freeland,MI,Michigan,26145,Saginaw,43.2988,-84.1476,A,162681,161530,160572,160206,160107,159874,159587
1294,Burt,Burt,MI,Michigan,26147,St. Clair,42.7138,-82.5012,A,61288,61062,60946,60938,61035,60843,60853
1295,Mendon,Mendon,MI,Michigan,26149,St. Joseph,41.9592,-85.3229,A,43077,42719,42344,41907,41667,41476,41409
1296,Sturgis,Sturgis,MI,Michigan,26151,Sanilac,43.2115,-82.9881,A,8477,8478,8358,8250,8162,8157,8001
1297,Steuben,Steuben,MI,Michigan,26153,Schoolcraft,45.9591,-86.2507,A,70602,69952,69263,68825,68839,68517,68554
1298,Seney,Seney,MI,Michigan,26155,Shiawassee,42.9855,-83.9325,A,55695,55390,54716,54221,53991,53804,53338
1299,Caro,Caro,MI,Michigan,26157,Tuscola,43.2495,-83.3714,A,76157,75913,75268,75330,75193,75064,75223
1300,Fairgrove,Fairgrove,MI,Michigan,26159,Van Buren,42.2147,-85.8917,A,345568,349071,351299,354573,358980,360847,364709
1301,Saline,Saline,MI,Michigan,26161,Washtenaw,42.0816,-83.6854,A,1815225,1800915,1791995,1774623,1764919,1757062,1749366
1302,Chelsea,Chelsea,MI,Michigan,26163,Wayne,42.2774,-83.3877,A,32758,32679,32584,32533,32898,32966,33163
1303,Mesick,Mesick,MI,Michigan,26165,Wexford,44.2821,-85.4005,A,16218,16097,15930,15739,15689,15669,15583
1304,Buckley,Buckley,MN,Minnesota,27001,Aitkin,46.8955,-93.6741,A,331470,332838,335978,338907,341581,343822,345957
1305,Haring,Haring,MN,Minnesota,27001,Aitkin,46.2421,-93.2751,A,32537,32815,33042,33266,33327,33492,33734
