,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,FUNCSTAT,2010,2011,2012,2013,2014,2015,2016
1723,Loup City,Loup City,NE,Nebraska,31167,Stanton,41.9472,-97.2172,A,5220,5174,5156,5189,5223,5145,5101
1724,Belvidere,Belvidere,NE,Nebraska,31169,Thayer,40.1681,-97.5872,A,650,688,692,700,688,686,716
1725,Chester,Chester,NE,Nebraska,31171,Thomas,41.9789,-100.5747,A,6970,6905,6917,6870,6962,7069,7127
1726,Macy,Macy,NE,Nebraska,31173,Thurston,42.0574,-96.5128,A,4262,4248,4231,4197,4211,4153,4184
1727,Thurston,Thurston,NE,Nebraska,31175,Valley,41.5993,-98.9165,A,20277,20257,20293,20223,20297,20273,20603
1728,Fort Calhoun,Fort Calhoun,NE,Nebraska,31177,Washington,41.674,-96.2167,A,9609,9460,9513,9428,9397,9365,9365
1729,Fontanelle,Fontanelle,NE,Nebraska,31179,Wayne,42.3348,-97.2946,A,3815,3766,3753,3667,3668,3635,3603
1730,Blue Hill,Blue Hill,NE,Nebraska,31181,Webster,40.0864,-98.5222,A,824,815,795,759,766,753,776
1731,Rosemont,Rosemont,NE,Nebraska,31183,Wheeler,41.7803,-98.6785,A,13654,13760,13828,13853,13915,13822,13794
1732,Bradshaw,Bradshaw,NE,Nebraska,31185,York,41.0284,-97.4011,A,24806,24606,24333,24049,24000,24159,24198
1733,Eastgate,Eastgate,NV,Nevada,32001,Churchill,39.5652,-119.0463,A,1953216,1966295,1995815,2025096,2064899,2109289,2155664
1734,Parran,Parran,NV,Nevada,32003,Clark,36.0807,-115.1369,A,47026,47031,46973,47015,47492,47628,48020
1735,Genoa,Genoa,NV,Nevada,32005,Douglas,39.0382,-119.9397,A,49074,49510,51070,52464,52648,51796,52168
1736,Indian Hills,Indian Hills,NV,Nevada,32007,Elko,41.2673,-114.1969,A,782,759,770,831,811,807,790
1737,Silver Peak,Silver Peak,NV,Nevada,32009,Esmeralda,37.6493,-118.0345,A,1993,1982,1996,2056,1988,2027,1917
1738,Lida,Lida,NV,Nevada,32011,Eureka,40.7088,-116.5301,A,16592,16634,17068,17336,17209,17002,16842
1739,Valmy,Valmy,NV,Nevada,32013,Humboldt,41.97,-118.6125,A,5784,5844,5931,6056,5966,5879,5702
1740,McDermitt,McDermitt,NV,Nevada,32015,Lander,40.6379,-116.9485,A,5359,5263,5338,5211,5122,5048,5055
1741,Acoma,Acoma,NV,Nevada,32017,Lincoln,37.9519,-114.4434,A,52070,51463,51087,51267,51613,52339,53179
1742,Caliente,Caliente,NV,Nevada,32019,Lyon,39.5612,-119.1925,A,4771,4622,4664,4548,4482,4452,4449
1743,Mount Montgomery,Mount Montgomery,NV,Nevada,32021,Mineral,38.5063,-118.1815,A,43858,44043,43658,42922,42903,43086,43423
1744,Pahrump,Pahrump,NV,Nevada,32023,Nye,38.9483,-117.5876,A,6744,6640,6768,6847,6677,6599,6560
1745,Manhattan,Manhattan,NV,Nevada,32027,Pershing,40.281,-118.3646,A,3995,3951,3914,3876,3898,3967,4051
1746,Unionville,Unionville,NV,Nevada,32029,Storey,39.3074,-119.6484,A,422146,424885,428654,432897,438943,445460,453616
1747,Oreana,Oreana,NV,Nevada,32031,Washoe,39.6567,-119.6695,A,10043,10113,9986,10004,9977,9815,9682
1748,Lane City,Lane City,NV,Nevada,32033,White Pine,38.8654,-115.0091,A,55025,54738,54540,53989,54385,54405,54742
1749,Preston,Preston,NV,Nevada,32510,Carson City (city),39.1512,-119.7474,A,60100,60240,60339,60138,60278,60427,60779
1750,Laconia,Laconia,NH,New Hampshire,33001,Belknap,43.4564,-71.2216,A,47833,47763,47677,47512,47380,47222,47289
1751,New Hampton,New Hampton,NH,New Hampshire,33003,Carroll,43.4912,-71.0231,A,77066,76915,76851,76598,76288,76089,75774
1752,North Walpole,North Walpole,NH,New Hampshire,33005,Cheshire,42.8707,-72.3225,A,32978,32490,32005,31981,32778,32293,32039
1753,Jaffrey,Jaffrey,NH,New Hampshire,33007,Coos,44.9906,-71.5309,A,89117,89051,89230,89440,89465,88799,88888
1754,Ashland,Ashland,NH,New Hampshire,33009,Grafton,44.2126,-71.909,A,401039,401774,402651,403308,405003,406015,407761
1755,Mountain Lakes,Mountain Lakes,NH,New Hampshire,33011,Hillsborough,42.879,-71.9594,A,146433,146733,146944,147243,147714,148094,148582
1756,Franklin,Franklin,NH,New Hampshire,33013,Merrimack,43.2828,-71.4647,A,295339,296001,297694,298706,300532,301640,303251
1757,Henniker,Henniker,NH,New Hampshire,33015,Rockingham,43.0354,-70.9391,A,123213,124053,124612,124802,126218,126504,127428
1758,Dover,Dover,NH,New Hampshire,33017,Strafford,43.4036,-70.9899,A,43754,43453,43179,42959,43087,43028,43004
1759,Farmington,Farmington,NH,New Hampshire,33019,Sullivan,43.367,-72.1766,A,274757,275017,275604,275784,274715,273035,270991
1760,Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic,39.5731,-74.7148,A,906800,913717,919694,925497,931196,936010,939151
1761,Dorothy,Dorothy,NJ,New Jersey,34003,Bergen,40.8543,-74.0201,A,449238,450555,451226,449939,451054,449675,449284
1762,Jacksonville,Jacksonville,NJ,New Jersey,34005,Burlington,40.0258,-74.6317,A,513597,513097,512906,511702,510670,510295,510150
1763,Rancocas,Rancocas,NJ,New Jersey,34007,Camden,39.8213,-75.0053,A,97267,96604,96460,95868,95417,94843,94430
1764,Avalon,Avalon,NJ,New Jersey,34009,Cape May,39.0157,-74.935,A,156598,157000,157071,156264,156346,155241,153797
1765,West Wildwood,West Wildwood,NJ,New Jersey,34011,Cumberland,39.5015,-75.219,A,784664,786958,787579,789953,793443,795039,796914
1766,Roseland,Roseland,NJ,New Jersey,34013,Essex,40.8348,-74.1798,A,288989,289737,290094,290408,291493,292106,292330
1767,Essex Fells,Essex Fells,NJ,New Jersey,34015,Gloucester,39.6182,-75.0757,A,636254,647983,657113,664163,669604,673765,677983
1768,Weehawken,Weehawken,NJ,New Jersey,34017,Hudson,40.781,-74.0659,A,127357,127228,126492,126221,125762,125390,124676
1769,East Newark,East Newark,NJ,New Jersey,34019,Hunterdon,40.6537,-75.084,A,367997,368044,370087,371506,371688,371199,371023
1770,Eldridge Park,Eldridge Park,NJ,New Jersey,34021,Mercer,40.2248,-74.6526,A,811229,817143,823670,828714,833724,836079,837073
1771,Lawrenceville,Lawrenceville,NJ,New Jersey,34023,Middlesex,40.3946,-74.3323,A,630790,629815,628782,628486,627771,626775,625846
1772,Jerseyville,Jerseyville,NJ,New Jersey,34025,Monmouth,40.3064,-74.3385,A,492873,495792,497310,498546,498376,498419,498423
1773,Neptune City,Neptune City,NJ,New Jersey,34027,Morris,40.7712,-74.6252,A,577674,579038,580682,582978,585881,588791,592497
1774,Surf City,Surf City,NJ,New Jersey,34029,Ocean,39.9359,-74.17,A,502295,504031,505101,506391,508185,508398,507945
1775,Holiday Heights,Holiday Heights,NJ,New Jersey,34031,Passaic,40.8849,-74.243,A,65983,66029,65627,64994,64522,63941,63436
1776,Elmer,Elmer,NJ,New Jersey,34033,Salem,39.7075,-75.4673,A,324158,326716,328580,330962,332120,333015,333751
1777,Alloway,Alloway,NJ,New Jersey,34035,Somerset,40.7137,-74.7218,A,148832,148138,147033,145690,144841,143385,142522
1778,Lake Mohawk,Lake Mohawk,NJ,New Jersey,34037,Sussex,41.1234,-74.8403,A,537720,540487,544465,548112,551024,552949,555630
1779,Franklin,Franklin,NJ,New Jersey,34039,Union,40.6996,-74.4034,A,108657,108114,107635,106984,107169,107071,106617
1780,Stewartsville,Stewartsville,NJ,New Jersey,34041,Warren,40.7818,-75.1252,A,664109,669295,672685,674460,674829,674959,676953
1781,Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.0884,-106.3761,A,3739,3715,3651,3580,3538,3459,3508
1782,Chilili,Chilili,NM,New Mexico,35003,Catron,33.8181,-108.9436,A,65753,65646,65705,65861,65672,65529,65282
1783,Elkins,Elkins,NM,New Mexico,35005,Chaves,33.373,-104.5294,A,27314,27508,27316,27439,27303,27322,27487
1784,Hagerman,Hagerman,NM,New Mexico,35006,Cibola,35.1308,-107.4368,A,13736,13614,13226,13039,12674,12387,12253
1785,Koehler,Koehler,NM,New Mexico,35007,Colfax,36.7386,-104.4658,A,48959,49699,50690,50574,50969,50206,50280
1786,Springer,Springer,NM,New Mexico,35009,Curry,34.5204,-103.0738,A,2019,1972,1941,1893,1823,1831,1793
1787,Largo,Largo,NM,New Mexico,35011,De Baca,34.4401,-104.0091,A,210203,212869,214162,213651,213536,213567,214207
1788,Yeso,Yeso,NM,New Mexico,35013,Doña Ana,32.1529,-107.1275,A,53906,54045,54424,55599,56591,57611,57621
1789,Black River Village,Black River Village,NM,New Mexico,35015,Eddy,32.8479,-104.4276,A,29399,29393,29320,29241,28988,28564,28280
1790,Dayton,Dayton,NM,New Mexico,35017,Grant,32.7583,-108.1336,A,4692,4651,4612,4549,4445,4364,4376
1791,Llano Del Medio,Llano Del Medio,NM,New Mexico,35019,Guadalupe,34.936,-104.6769,A,687,711,698,688,680,699,665
1792,Dilia,Dilia,NM,New Mexico,35021,Harding,35.7743,-103.9544,A,4855,4840,4785,4616,4539,4414,4302
1793,Windmill,Windmill,NM,New Mexico,35023,Hidalgo,32.11,-108.8805,A,64623,65037,66182,68164,69707,70848,69749
1794,Rodeo,Rodeo,NM,New Mexico,35025,Lea,33.2573,-103.1799,A,20463,20394,20198,19979,19635,19391,19429
1795,Carrizozo,Carrizozo,NM,New Mexico,35027,Lincoln,34.2329,-104.9,A,18012,18174,18149,17817,17668,17696,18147
1796,Gallinas,Gallinas,NM,New Mexico,35028,Los Alamos,35.8926,-106.2862,A,25108,25135,24983,24686,24540,24476,24450
1797,Nutt,Nutt,NM,New Mexico,35029,Luna,32.1344,-107.7838,A,71743,73488,72691,73270,74044,76800,74923
1798,Gage,Gage,NM,New Mexico,35031,McKinley,35.688,-108.1494,A,4884,4781,4675,4665,4571,4577,4504
1799,Levy,Levy,NM,New Mexico,35033,Mora,35.9934,-105.3706,A,64356,65494,66016,65813,64994,64430,65410
1800,Mescalero,Mescalero,NM,New Mexico,35035,Otero,33.0753,-106.0174,A,9064,9082,8816,8687,8454,8452,8365
1801,Weed,Weed,NM,New Mexico,35037,Quay,35.0998,-104.0639,A,40310,40313,40254,40058,39742,39526,40040
1802,Española,Espanola,NM,New Mexico,35039,Rio Arriba,36.1649,-105.9857,A,20007,20461,20341,19996,19599,19074,19082
1803,Pueblito,Pueblito,NM,New Mexico,35041,Roosevelt,33.9443,-103.6552,A,132370,134246,135383,136482,137540,139157,142025
1804,San Luis,San Luis,NM,New Mexico,35043,Sandoval,35.6105,-106.35,A,130135,127991,128331,126518,124055,118701,115079
1805,Cochiti Lake,Cochiti Lake,NM,New Mexico,35045,San Juan,36.7981,-107.7045,A,144465,145378,146157,146754,147329,147708,148651
1806,Onava,Onava,NM,New Mexico,35047,San Miguel,35.3955,-105.4759,A,12030,12026,11881,11561,11315,11261,11191
1807,Soham,Soham,NM,New Mexico,35049,Santa Fe,35.8887,-106.0386,A,17803,17817,17524,17525,17320,17222,17027
1808,Williamsburg,Williamsburg,NM,New Mexico,35051,Sierra,32.9218,-107.5776,A,32904,32931,32817,32991,33046,32887,33065
1809,Las Palomas,Las Palomas,NM,New Mexico,35053,Socorro,34.4937,-106.8075,A,16379,16400,16074,15681,15514,15422,15302
1810,Carson,Carson,NM,New Mexico,35055,Taos,36.647,-105.9672,A,4547,4438,4432,4372,4271,4201,4183
1811,Picuris Pueblo,Picuris Pueblo,NM,New Mexico,35057,Torrance,34.76,-106.301,A,76781,76877,76639,76288,75775,75636,75626
1812,Royce,Royce,NM,New Mexico,35059,Union,35.9189,-103.1538,A,304078,305019,306384,307496,308295,308432,308846
1813,Sofia,Sofia,NM,New Mexico,35061,Valencia,34.6467,-106.7609,A,48949,48818,48247,48005,47765,47407,47077
1814,Menands,Menands,NY,New York,36001,Albany,42.7049,-74.034,A,1388240,1399990,1414774,1426550,1437687,1449196,1455720
1815,Voorheesville,Voorheesville,NY,New York,36003,Allegany,42.0685,-78.1662,A,200469,199459,198916,198370,197669,196618,195334
1816,Angelica,Angelica,NY,New York,36005,Bronx,40.8501,-73.8662,C,80249,79839,79365,78958,78621,77909,77677
1817,Wellsville,Wellsville,NY,New York,36007,Broome,42.0776,-75.6405,A,79844,79811,79637,79242,78857,78316,77861
1818,Machias,Machias,NY,New York,36009,Cattaraugus,42.0228,-78.6325,A,134760,134266,133438,133005,131980,130811,129504
1819,Gowanda,Gowanda,NY,New York,36011,Cayuga,43.168,-76.5728,A,88972,88988,89264,88498,87506,87120,86322
1820,Busti,Busti,NY,New York,36013,Chautauqua,42.159,-79.0982,A,50371,50254,49919,49522,49432,48979,48579
1821,Dunkirk,Dunkirk,NY,New York,36015,Chemung,42.0127,-76.7298,A,82068,81852,81869,81749,81682,81154,81073
1822,Guilford,Guilford,NY,New York,36017,Chenango,42.3943,-75.8105,A,63017,62626,62539,62269,62013,61491,60989
1823,Bainbridge,Bainbridge,NY,New York,36019,Clinton,44.6951,-73.4563,A,49245,49497,49154,49038,48875,48429,48070
1824,Stottville,Stottville,NY,New York,36021,Columbia,42.1192,-73.5532,A,47877,47654,47330,46874,46600,46074,45523
1825,Kinderhook,Kinderhook,NY,New York,36023,Cortland,42.5665,-76.1329,A,297757,298289,297213,296708,295903,295228,294473
1826,Sidney Center,Sidney Center,NY,New York,36025,Delaware,42.4093,-74.617,A,919220,920088,920792,922150,923702,922957,921046
1827,Franklin,Franklin,NY,New York,36027,Dutchess,41.5339,-73.8942,A,39288,39479,39114,38832,38572,38371,38102
1828,Lancaster,Lancaster,NY,New York,36029,Erie,42.6814,-78.9753,A,51624,51568,51788,51242,51092,50502,50409
1829,Ellicott,Ellicott,NY,New York,36031,Essex,44.5281,-73.4071,A,55468,55264,55033,54521,54145,53960,53828
1830,Saint Regis Falls,Saint Regis Falls,NY,New York,36033,Franklin,44.9032,-74.17,A,59939,59923,59762,59262,58949,58810,58482
1831,Lake Clear,Lake Clear,NY,New York,36035,Fulton,43.2239,-74.1702,A,49118,48992,48711,48416,48015,47695,47508
1832,Bergen,Bergen,NY,New York,36037,Genesee,43.0648,-78.2711,A,4834,4834,4797,4760,4689,4698,4542
1833,Elba,Elba,NY,New York,36039,Greene,42.2361,-73.8822,A,64426,64615,64527,64122,63602,62924,62613
1834,Sabattis,Sabattis,NY,New York,36041,Hamilton,43.8131,-74.6574,A,116571,118161,120730,119112,118724,117260,114006
1835,Mohawk,Mohawk,NY,New York,36043,Herkimer,43.701,-74.9971,A,2510240,2543667,2572282,2595344,2612544,2624941,2629150
1836,Cedarville,Cedarville,NY,New York,36045,Jefferson,44.2743,-76.0069,A,27063,27087,27267,27168,27214,27022,26865
1837,Redwood,Redwood,NY,New York,36047,Kings,40.6501,-73.9496,C,65234,64890,64854,64723,64692,64583,64257
1838,Black River,Black River,NY,New York,36049,Lewis,43.8947,-75.3914,A,73431,72970,72490,72547,72306,71771,71329
1839,Lakeville,Lakeville,NY,New York,36051,Livingston,42.5477,-77.991,A,744959,747714,748947,750367,750089,749048,747727
1840,Greigsville,Greigsville,NY,New York,36053,Madison,42.8292,-75.5503,A,50286,49932,49848,49789,49747,49673,49276
1841,Webster,Webster,NY,New York,36055,Monroe,43.1882,-77.8069,A,1341879,1346815,1350748,1354258,1357799,1359702,1361500
1842,Scottsville,Scottsville,NY,New York,36057,Montgomery,42.9728,-74.1545,A,1588530,1609533,1625121,1630453,1634468,1641168,1643734
1843,Glen Cove,Glen Cove,NY,New York,36059,Nassau,40.7324,-73.6857,A,216489,215729,214841,214267,213484,212522,211758
1844,Manhasset,Manhasset,NY,New York,36061,New York,40.6943,-73.9249,C,234836,234292,234061,233800,233213,232025,231190
1845,South Wilson,South Wilson,NY,New York,36063,Niagara,43.2126,-78.8259,A,467522,467913,467712,469328,468742,468275,466194
1846,Pekin,Pekin,NY,New York,36065,Oneida,43.1368,-75.5717,A,108218,108750,108801,109285,109684,109654,109828
1847,Galeville,Galeville,NY,New York,36067,Onondaga,42.7979,-76.1101,A,373484,374358,374100,374956,375814,377130,379210
1848,Fairmount,Fairmount,NY,New York,36069,Ontario,42.9608,-77.1348,A,42846,42693,42465,42328,41947,41604,41346
1849,Scotchtown,Scotchtown,NY,New York,36071,Orange,41.4472,-74.3914,A,122129,121999,121551,121321,120744,119962,118987
1850,Gardnertown,Gardnertown,NY,New York,36073,Orleans,43.3213,-78.3891,A,62192,61982,61805,61558,60907,60530,60097
1851,Minetto,Minetto,NY,New York,36075,Oswego,43.2316,-76.2961,A,99827,99958,99717,99678,99478,99265,98900
1852,Central Square,Central Square,NY,New York,36077,Otsego,42.6996,-74.93,A,2235310,2259756,2278024,2297598,2314149,2327228,2333054
1853,Brewster Hill,Brewster Hill,NY,New York,36079,Putnam,41.3682,-73.5778,A,159347,159694,159669,159862,160092,160101,160070
1854,Mahopac,Mahopac,NY,New York,36081,Queens,40.7498,-73.7976,C,469706,471152,470978,472515,473142,473969,476015
1855,Peach Lake,Peach Lake,NY,New York,36083,Rensselaer,42.5934,-73.7025,A,312533,315772,317763,320321,322855,325491,326780
1856,Rensselaer,Rensselaer,NY,New York,36085,Richmond,40.5834,-74.1496,C,111821,112468,112621,112253,111800,110935,110038
1857,Schaghticoke,Schaghticoke,NY,New York,36087,Rockland,41.0907,-73.9714,A,220094,221166,222553,224207,224692,226140,227053
1858,Rensselaer Falls,Rensselaer Falls,NY,New York,36089,St. Lawrence,44.9217,-74.7263,A,154896,154673,154945,154964,155006,154758,154553
1859,Massena,Massena,NY,New York,36091,Saratoga,42.9468,-73.6441,A,32688,32662,32086,31872,31690,31372,31317
1860,Mariaville Lake,Mariaville Lake,NY,New York,36093,Schenectady,42.8321,-73.9607,A,18309,18492,18579,18502,18301,18199,18099
1861,Niskayuna,Niskayuna,NY,New York,36095,Schoharie,42.6787,-74.486,A,35246,35353,35380,35272,34904,34848,34777
1862,Odessa,Odessa,NY,New York,36097,Schuyler,42.3801,-76.8673,A,98990,99272,99064,98952,98253,97546,96940
1863,Montour Falls,Montour Falls,NY,New York,36099,Seneca,42.6189,-76.7251,A,1494747,1500259,1499382,1500776,1500008,1497903,1492583
1864,Gang Mills,Gang Mills,NY,New York,36101,Steuben,42.1794,-77.1376,A,77412,77104,76952,76919,75667,74751,74801
1865,Hammondsport,Hammondsport,NY,New York,36103,Suffolk,40.7317,-73.2505,A,51000,50945,50303,50128,49793,49261,48760
1866,Rock Hill,Rock Hill,NY,New York,36105,Sullivan,41.9403,-74.9132,A,101774,102111,103135,104270,104498,104564,104871
1867,Callicoon,Callicoon,NY,New York,36107,Tioga,42.2284,-76.3366,A,182408,182647,181811,180987,180680,179824,179225
1868,Ithaca,Ithaca,NY,New York,36109,Tompkins,42.4263,-76.4627,A,65678,65694,65418,65145,64882,64544,64567
1869,Trumansburg,Trumansburg,NY,New York,36111,Ulster,41.7514,-74.3729,A,63321,63112,63066,62777,62442,62238,61800
1870,Bolton Landing,Bolton Landing,NY,New York,36113,Warren,43.3239,-73.8344,A,93756,93260,93012,92393,91829,91340,90798
1871,Lake George,Lake George,NY,New York,36115,Washington,43.2688,-73.5825,A,950588,957052,961073,967377,970255,972900,974542
1872,Palmyra,Palmyra,NY,New York,36117,Wayne,43.0667,-76.7595,A,42118,41930,41771,41431,41200,41004,40791
1873,Wolcott,Wolcott,NY,New York,36119,Westchester,41.2455,-73.9376,A,25349,25387,25271,25154,25130,25051,24923
1874,Portageville,Portageville,NY,New York,36121,Wyoming,42.7429,-78.1414,A,234836,234292,234061,233800,233213,232025,231190
1875,Attica,Attica,NY,New York,36123,Yates,42.5236,-76.9775,A,467522,467913,467712,469328,468742,468275,466194
1876,Haw River,Haw River,NC,North Carolina,37001,Alamance,36.0285,-79.3549,A,151486,152847,153659,154622,156036,157857,159688
1877,Glen Raven,Glen Raven,NC,North Carolina,37003,Alexander,35.8162,-81.2962,A,37238,37108,36964,36999,37360,37304,37428
1878,Hiddenite,Hiddenite,NC,North Carolina,37005,Alleghany,36.5035,-81.1218,A,11144,11024,10923,10896,10863,10812,10848
1879,Roaring Gap,Roaring Gap,NC,North Carolina,37007,Anson,35.1041,-80.1097,A,26858,26508,26311,25959,26066,25632,25448
1880,West Jefferson,West Jefferson,NC,North Carolina,37009,Ashe,36.3451,-81.3804,A,27205,27132,27099,27036,27000,26900,26924
1881,Jefferson,Jefferson,NC,North Carolina,37011,Avery,36.1588,-81.8678,A,17730,17766,17630,17704,17723,17592,17516
1882,Washington Park,Washington Park,NC,North Carolina,37013,Beaufort,35.611,-76.8558,A,47787,47707,47497,47496,47505,47543,47526
1883,Bayview,Bayview,NC,North Carolina,37015,Bertie,36.2013,-76.7662,A,21242,20968,20591,20444,20440,20290,19854
1884,Abbottsburg,Abbottsburg,NC,North Carolina,37017,Bladen,34.6239,-78.6097,A,35156,35004,34922,34810,34531,34266,33741
1885,White Lake,White Lake,NC,North Carolina,37019,Brunswick,34.3149,-78.1454,A,108065,110223,112163,115287,118809,122622,126953
1886,Royal Pines,Royal Pines,NC,North Carolina,37021,Buncombe,35.5348,-82.5403,A,238823,241387,244188,247480,249997,252808,256088
1887,Asheville,Asheville,NC,North Carolina,37023,Burke,35.7507,-81.5269,A,90595,90609,89901,89265,88689,88704,88851
1888,Harrisburg,Harrisburg,NC,North Carolina,37025,Cabarrus,35.3574,-80.6359,A,178581,181199,184290,187294,191796,196508,201590
1889,Midland,Midland,NC,North Carolina,37027,Caldwell,35.7684,-81.4312,A,82968,82311,81979,81912,81494,81282,81449
1890,Camden,Camden,NC,North Carolina,37029,Camden,36.4379,-76.3308,A,9983,10045,10035,10135,10272,10279,10418
1891,Shiloh,Shiloh,NC,North Carolina,37031,Carteret,34.6974,-76.8207,A,66696,67358,67738,68441,68751,68863,68890
1892,Yanceyville,Yanceyville,NC,North Carolina,37033,Caswell,36.5372,-79.2081,A,23715,23603,23220,23294,23036,23012,22910
1893,Pelham,Pelham,NC,North Carolina,37035,Catawba,35.764,-81.2747,A,154719,154556,154940,155202,155109,155593,156459
1894,Bennett,Bennett,NC,North Carolina,37037,Chatham,35.7252,-79.4558,A,63796,65193,65764,66622,68492,70770,72243
1895,Pittsboro,Pittsboro,NC,North Carolina,37039,Cherokee,35.247,-83.7032,A,27425,27134,26971,27060,27056,27137,27905
1896,Valhalla,Valhalla,NC,North Carolina,37041,Chowan,36.2152,-76.6108,A,14746,14812,14715,14721,14589,14372,14383
1897,Edenton,Edenton,NC,North Carolina,37043,Clay,35.0395,-83.9568,A,10589,10676,10684,10650,10644,10755,10915
1898,Casar,Casar,NC,North Carolina,37045,Cleveland,35.2348,-81.3501,A,97973,97534,97425,97000,97071,96924,97144
1899,Patterson Springs,Patterson Springs,NC,North Carolina,37047,Columbus,34.3444,-78.2198,A,57938,57828,57591,57146,56906,56927,56505
1900,Neuse Forest,Neuse Forest,NC,North Carolina,37049,Craven,35.2155,-77.4337,A,103937,104701,105309,104425,104343,103427,103445
1901,Brices Creek,Brices Creek,NC,North Carolina,37051,Cumberland,35.1639,-78.7371,A,320128,323887,323454,326676,326369,325581,327127
1902,Knotts Island,Knotts Island,NC,North Carolina,37053,Currituck,36.4054,-76.0941,A,23661,23899,24030,24337,24913,25231,25809
1903,Corolla,Corolla,NC,North Carolina,37055,Dare,35.8396,-75.6379,A,33986,34193,34453,34892,35039,35586,35964
1904,Southmont,Southmont,NC,North Carolina,37057,Davidson,35.5968,-80.2212,A,162854,163305,163474,163737,163958,164196,164926
1905,Tyro,Tyro,NC,North Carolina,37059,Davie,35.8126,-80.5561,A,41279,41337,41323,41475,41332,41696,42013
1906,Teachey,Teachey,NC,North Carolina,37061,Duplin,34.9987,-78.0925,A,58599,59309,59466,59241,59258,58670,58969
1907,Faison,Faison,NC,North Carolina,37063,Durham,36.166,-78.8767,A,270962,276590,282676,288512,295116,300573,306212
1908,Tarboro,Tarboro,NC,North Carolina,37065,Edgecombe,35.7523,-77.6703,A,56603,56108,55746,55529,54921,53831,53318
1909,Conetoe,Conetoe,NC,North Carolina,37067,Forsyth,36.2256,-80.3591,A,351502,354565,357815,361049,365059,368019,371511
1910,Bunn,Bunn,NC,North Carolina,37069,Franklin,36.1853,-78.1089,A,60777,61054,61537,62226,62802,63674,64705
1911,Louisburg,Louisburg,NC,North Carolina,37071,Gaston,35.3115,-81.01,A,206093,206979,208128,209384,210921,213366,216965
1912,Sunbury,Sunbury,NC,North Carolina,37073,Gates,36.4072,-76.7566,A,12160,12076,11919,11667,11562,11448,11478
1913,Gates,Gates,NC,North Carolina,37075,Graham,35.3236,-83.807,A,8869,8792,8707,8734,8648,8610,8558
1914,Butner,Butner,NC,North Carolina,37077,Granville,36.3155,-78.5848,A,57649,57657,57764,58034,58329,58549,59031
1915,Creedmoor,Creedmoor,NC,North Carolina,37079,Greene,35.4506,-77.6769,A,21371,21679,21392,21217,21236,21190,21168
1916,High Point,High Point,NC,North Carolina,37081,Guilford,35.9595,-79.7598,A,489557,495129,500841,506794,512562,517548,521330
1917,Greensboro,Greensboro,NC,North Carolina,37083,Halifax,36.4452,-77.649,A,54464,54189,53866,53318,52971,52323,51766
1918,Buies Creek,Buies Creek,NC,North Carolina,37085,Harnett,35.31,-78.7725,A,115759,119211,122220,125095,126780,128124,130881
1919,Mamers,Mamers,NC,North Carolina,37087,Haywood,35.4853,-82.9996,A,58954,58714,58796,59131,59376,59899,60682
1920,Tuxedo,Tuxedo,NC,North Carolina,37089,Henderson,35.3061,-82.5902,A,106903,107474,108014,109269,110707,112327,114209
1921,Mountain Home,Mountain Home,NC,North Carolina,37091,Hertford,36.3567,-76.9105,A,24612,24520,24414,24400,24368,24108,24136
1922,Swanquarter,Swanquarter,NC,North Carolina,37095,Hyde,35.5471,-76.2261,A,47400,49401,50413,51109,51640,52841,53262
1923,Ocracoke,Ocracoke,NC,North Carolina,37097,Iredell,35.9592,-80.7735,A,5812,5827,5736,5726,5662,5503,5517
1924,Sylva,Sylva,NC,North Carolina,37099,Jackson,35.4268,-83.0851,A,159834,161111,162823,164811,166921,169992,172916
1925,Cashiers,Cashiers,NC,North Carolina,37101,Johnston,35.4503,-78.4177,A,40350,40202,40560,41020,40985,41327,42241
1926,Pollocksville,Pollocksville,NC,North Carolina,37103,Jones,35.064,-77.3553,A,169666,172835,174837,177729,181025,185733,191450
1927,Maysville,Maysville,NC,North Carolina,37105,Lee,35.4822,-79.1773,A,10075,10261,10272,10194,10060,10000,9845
1928,Pink Hill,Pink Hill,NC,North Carolina,37107,Lenoir,35.2748,-77.5937,A,57874,58549,59341,59857,59449,59438,59616
1929,La Grange,La Grange,NC,North Carolina,37109,Lincoln,35.5344,-81.0338,A,59488,59484,59166,58831,58372,58041,57307
1930,West Marion,West Marion,NC,North Carolina,37111,McDowell,35.7854,-82.0404,A,78077,78185,78612,79089,79474,80574,81168
1931,Old Fort,Old Fort,NC,North Carolina,37113,Macon,35.0539,-83.1976,A,45069,44974,45006,44990,45029,44963,45075
1932,Luck,Luck,NC,North Carolina,37115,Madison,35.8281,-82.5485,A,33934,33848,33820,33773,33838,34150,34376
1933,Walnut,Walnut,NC,North Carolina,37117,Martin,35.9616,-77.304,A,20781,20828,20890,21140,21178,21104,21340
1934,Paw Creek,Paw Creek,NC,North Carolina,37119,Mecklenburg,35.4057,-80.873,A,24460,24238,23888,23703,23455,23334,23172
1935,Cornelius,Cornelius,NC,North Carolina,37121,Mitchell,36.0726,-82.3432,A,923326,945113,968367,991322,1010878,1033466,1054835
1936,Candor,Candor,NC,North Carolina,37123,Montgomery,35.3992,-79.7832,A,15535,15375,15380,15344,15283,15183,15126
